batch_id,time_step_min,raw_material_purity_coa,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
18,0,98.825,56.1,18.4,37.7,594.2,6.06,0.0,17.787,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,176,98.825,62.8,19.0,43.8,661.1,19.99,2.73,21.067,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,177,98.825,62.4,18.9,43.5,661.3,20.02,2.72,21.009,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,178,98.825,62.1,19.1,43.0,660.3,19.96,2.69,20.803,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,179,98.825,61.8,19.3,42.5,656.4,19.95,2.66,20.673,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,180,98.825,61.5,19.3,42.2,662.1,19.94,2.69,20.553,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,181,98.825,61.3,19.3,42.0,664.2,19.92,2.66,20.415,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,182,98.825,61.1,19.2,41.9,666.8,19.89,2.65,20.304,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,183,98.825,60.8,19.4,41.4,664.3,19.93,2.64,20.16,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,184,98.825,60.5,19.5,41.0,664.8,19.92,2.67,20.007,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,185,98.825,60.3,19.2,41.1,662.8,19.9,2.67,19.983,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,186,98.825,60.0,19.1,40.9,663.2,19.87,2.7,19.83,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,187,98.825,59.7,18.9,40.8,664.7,19.91,2.73,19.782,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,188,98.825,59.4,18.8,40.6,666.1,19.87,2.71,19.708,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,189,98.825,59.2,19.0,40.2,668.0,19.87,2.7,19.53,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,190,98.825,59.1,18.9,40.2,670.6,19.9,2.67,19.476,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,191,98.825,58.9,18.9,40.0,670.7,19.89,2.73,19.367,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,192,98.825,58.7,18.9,39.8,675.4,19.87,2.76,19.267,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
18,193,98.825,58.6,18.9,39.7,679.2,19.91,2.82,19.201,Feed pause executed mid-batch. Pressure held; operators verified purge/vent OK.,FEED_PAUSE
