batch_id,time_step_min,raw_material_purity_coa,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
80,0,100.326,56.4,20.6,35.8,594.2,6.19,0.0,16.868,Cooling spike / fouling transient. Exotherm briefly elevated; jacket recovered.,COOLING_SPIKE
80,171,100.326,57.2,20.3,36.9,663.5,20.03,2.81,17.326,Cooling spike / fouling transient. Exotherm briefly elevated; jacket recovered.,COOLING_SPIKE
80,172,100.326,57.1,20.3,36.8,664.8,20.01,2.82,17.273,Cooling spike / fouling transient. Exotherm briefly elevated; jacket recovered.,COOLING_SPIKE
80,173,100.326,56.8,20.3,36.5,666.6,20.03,2.84,17.185,Cooling spike / fouling transient. Exotherm briefly elevated; jacket recovered.,COOLING_SPIKE
80,174,100.326,56.7,20.4,36.3,665.8,20.03,2.86,17.158,Cooling spike / fouling transient. Exotherm briefly elevated; jacket recovered.,COOLING_SPIKE
80,175,100.326,56.7,20.3,36.4,666.4,20.02,2.9,17.108,Cooling spike / fouling transient. Exotherm briefly elevated; jacket recovered.,COOLING_SPIKE
80,176,100.326,56.6,20.2,36.4,667.4,20.02,2.9,17.056,Cooling spike / fouling transient. Exotherm briefly elevated; jacket recovered.,COOLING_SPIKE
80,177,100.326,56.5,20.1,36.4,669.5,20.0,2.97,17.058,Cooling spike / fouling transient. Exotherm briefly elevated; jacket recovered.,COOLING_SPIKE
80,178,100.326,56.4,20.3,36.1,669.1,19.95,2.94,16.946,Cooling spike / fouling transient. Exotherm briefly elevated; jacket recovered.,COOLING_SPIKE
80,179,100.326,56.4,20.3,36.1,668.1,19.89,2.94,16.917,Cooling spike / fouling transient. Exotherm briefly elevated; jacket recovered.,COOLING_SPIKE
80,180,100.326,56.4,20.1,36.3,671.6,19.89,2.93,16.919,Cooling spike / fouling transient. Exotherm briefly elevated; jacket recovered.,COOLING_SPIKE
