batch_id,time_step_min,raw_material_purity_coa,T_reactor,T_jacket,delta_T,agitator_torque,headspace_pressure,H2_flow_rate,cooling_water_flow,shift_note,anomaly_flag
72,177,98.536,53.8,17.9,35.9,672.3,20.12,2.73,17.322,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,178,98.536,53.8,17.9,35.9,673.2,20.11,2.8,17.28,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,179,98.536,53.7,17.8,35.9,675.4,20.11,2.77,17.265,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,180,98.536,53.6,17.8,35.8,675.6,20.09,2.73,17.216,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,181,98.536,53.5,17.8,35.7,675.3,20.09,2.71,17.148,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,182,98.536,53.5,17.4,36.1,675.8,20.04,2.69,17.14,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,183,98.536,53.4,17.4,36.0,677.8,20.06,2.71,17.061,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,184,98.536,53.3,17.0,36.3,677.8,20.08,2.72,17.109,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,185,98.536,53.3,17.0,36.3,679.2,20.06,2.79,17.022,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,186,98.536,53.3,16.9,36.4,676.5,20.1,2.79,17.0,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,187,98.536,53.3,16.8,36.5,674.7,20.09,2.8,16.94,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,188,98.536,53.2,17.0,36.2,675.8,20.12,2.78,16.896,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,189,98.536,53.0,16.6,36.4,676.6,20.13,2.79,16.934,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,190,98.536,53.0,16.5,36.5,678.2,20.12,2.79,16.887,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,191,98.536,52.8,16.6,36.2,674.5,20.15,2.83,16.82,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,192,98.536,52.8,16.4,36.4,672.0,20.17,2.81,16.841,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,193,98.536,52.7,16.4,36.3,673.5,20.12,2.85,16.802,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,194,98.536,52.5,16.5,36.0,668.7,20.1,2.81,16.776,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,195,98.536,52.4,16.5,35.9,666.8,20.1,2.77,16.741,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,196,98.536,52.4,16.7,35.7,667.3,20.09,2.78,16.738,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,197,98.536,52.3,16.5,35.8,667.3,20.02,2.79,16.732,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,198,98.536,52.2,16.7,35.5,666.5,20.03,2.77,16.688,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,199,98.536,52.2,16.7,35.5,668.4,20.01,2.81,16.651,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
72,200,98.536,52.2,16.6,35.6,672.9,20.02,2.79,16.617,Cooling utility temp hunting; jacket duty soft for ~20 min then recovered.,COOLING_SPIKE
